,title,link,description,ttl_text
37,경주여행 추천,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=429923899&qb=6rK97KO87Jes7ZaJ&enc=utf8,경주여행지 좀 추천 해주세요 문의주신 경주 여행지 추천드릴게요 즐거운 경주 여행 되셨으면 좋겠어요 ㅎ [경북 경주 가볼만한곳] 1. 황성공원 2. 양남주상절리 3. 동궁과 월지 4. 동궁원 5. 황리단길 6. 첨성대 7.... ,경주여행 추천 경주여행지 좀 추천 해주세요 문의주신 경주 여행지 추천드릴게요 즐거운 경주 여행 되셨으면 좋겠어요 ㅎ [경북 경주 가볼만한곳] 1. 황성공원 2. 양남주상절리 3. 동궁과 월지 4. 동궁원 5. 황리단길 6. 첨성대 7.... 
38,경주 여행코스질문,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=417017203&qb=6rK97KO87Jes7ZaJ&enc=utf8,"경주여행을 가는데 예전에 가본적이 있어서 대충 지리적인건 아는데... 질문하신 [경주 여행 코스] 관련 답변드리겠습니다. 경주로의 1박 2일 여행을... 2일 경주 여행 일정을 준비했어요. 아래 첨부된 일정을 참고해 보시고, 즐거운... ","경주 여행코스질문 경주여행을 가는데 예전에 가본적이 있어서 대충 지리적인건 아는데... 질문하신 [경주 여행 코스] 관련 답변드리겠습니다. 경주로의 1박 2일 여행을... 2일 경주 여행 일정을 준비했어요. 아래 첨부된 일정을 참고해 보시고, 즐거운... "
39,경주여행가는데 여행코스 추천이요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=423661627&qb=6rK97KO87Jes7ZaJ&enc=utf8,제가 중3인데 중3이 좋아할만한 경주여행코스 추천이요 문의주신 경주 여행코스 추천드릴게요 재밌게 놀다 오셨으면 좋겠어요 ㅎ [경북 경주 가볼만한곳] 1. 황성공원 2. 양남주상절리 3. 동궁과 월지 4. 동궁원 5.... ,경주여행가는데 여행코스 추천이요 제가 중3인데 중3이 좋아할만한 경주여행코스 추천이요 문의주신 경주 여행코스 추천드릴게요 재밌게 놀다 오셨으면 좋겠어요 ㅎ [경북 경주 가볼만한곳] 1. 황성공원 2. 양남주상절리 3. 동궁과 월지 4. 동궁원 5.... 
40,엄마와경주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90101&docId=442736977&qb=6rK97KO87Jes7ZaJ&enc=utf8,엄마와 경주여행 평일에 대중교통타고 가려고하는데요 일단불국사가고... 도보-대중교통 이용의 경주 여행 코스 의견 드려 볼께요. 먼저 평일 어머니와... 어머니와 행복한 경주 여행 되세요~^^* ★ 경주 주요 관광지의 교통편(도보 포함)... ,엄마와경주여행 엄마와 경주여행 평일에 대중교통타고 가려고하는데요 일단불국사가고... 도보-대중교통 이용의 경주 여행 코스 의견 드려 볼께요. 먼저 평일 어머니와... 어머니와 행복한 경주 여행 되세요~^^* ★ 경주 주요 관광지의 교통편(도보 포함)... 
41,뚜벅이 경주 여행 1박 코스 추천 좀요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=399331613&qb=6rK97KO87Jes7ZaJ&enc=utf8,여자친구랑 경주 여행을 가려고 하는데 뚜벅이로 돌아다닐 코스 좀 추천해주세요! 경주월드는 제외하고요. 그... 여자친구와 가볼만한 경주여행코스 추천드릴게요 좋은하루 되세요 ㅎ [경주 가볼만한곳] 1. 경주... ,뚜벅이 경주 여행 1박 코스 추천 좀요 여자친구랑 경주 여행을 가려고 하는데 뚜벅이로 돌아다닐 코스 좀 추천해주세요! 경주월드는 제외하고요. 그... 여자친구와 가볼만한 경주여행코스 추천드릴게요 좋은하루 되세요 ㅎ [경주 가볼만한곳] 1. 경주... 
42,경주여행 HELP!,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=411320608&qb=6rK97KO87Jes7ZaJ&enc=utf8,2월18일부터 2월20일까지 2박3일로 가족들이랑 경주여행가려고 하는데 어딜가야할지모르겠어요 도와주세요ㅜㅠ 중1... 경주 여행 추천지 입니다 경주월드 테마파크 경주 엑스포 대공원 경주 국립 박물관 경주 대원릉 동굴과월지... ,경주여행 HELP! 2월18일부터 2월20일까지 2박3일로 가족들이랑 경주여행가려고 하는데 어딜가야할지모르겠어요 도와주세요ㅜㅠ 중1... 경주 여행 추천지 입니다 경주월드 테마파크 경주 엑스포 대공원 경주 국립 박물관 경주 대원릉 동굴과월지... 
43,뚜벅이 경주여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=443286794&qb=6rK97KO87Jes7ZaJ&enc=utf8,다음주 평일에 화 수 중 경주여행 가려고 했는데 시기상 뷰가 별로 일 거 같아서 고민입니다 ..! 혼자 뚜벅이... 꽃피고 봄바람 살랑살랑 부는 4월달 경주여행 오푸스에서 즐겨보세요 . . . -전객실 개별바베큐장으로... ,뚜벅이 경주여행 다음주 평일에 화 수 중 경주여행 가려고 했는데 시기상 뷰가 별로 일 거 같아서 고민입니다 ..! 혼자 뚜벅이... 꽃피고 봄바람 살랑살랑 부는 4월달 경주여행 오푸스에서 즐겨보세요 . . . -전객실 개별바베큐장으로... 
44,경주여행추천,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=399825700&qb=6rK97KO87Jes7ZaJ&enc=utf8,"50대부부10월여행 경주여행1박2일코스 밤야경과숙소및먹거리추천부탁합니다 경주 여행을 계획 중이시군요! 그럼 경주에서 가볼 만한 곳들 추천해드리겠습니다. 첨성대, 동궁과 월지, 대릉원... ","경주여행추천 50대부부10월여행 경주여행1박2일코스 밤야경과숙소및먹거리추천부탁합니다 경주 여행을 계획 중이시군요! 그럼 경주에서 가볼 만한 곳들 추천해드리겠습니다. 첨성대, 동궁과 월지, 대릉원... "
45,경주 여행코스 부탁드려요,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=436222731&qb=6rK97KO87Jes7ZaJ&enc=utf8,... 출발합니다 경주 여행코스 부탁드립니다 숙소는 아직 예약안했어요. 코스보고 근처 게스트하우스로 잡으려고요~ 안녕하세요~ 무계획 없이 이 루트로 가면 실패없는 경주여행... ,경주 여행코스 부탁드려요 ... 출발합니다 경주 여행코스 부탁드립니다 숙소는 아직 예약안했어요. 코스보고 근처 게스트하우스로 잡으려고요~ 안녕하세요~ 무계획 없이 이 루트로 가면 실패없는 경주여행... 
46,아이와 경주여행코스 짜려고 하는데 동선 ㅠㅠㅠ어렵네요,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=472108317&qb=6rK97KO87Jes7ZaJ&enc=utf8,"가족들과 경주 여행 계획 중입니다 구성원은 남편,저, 4세,7세 아이와 함께 합니다. 첫째날:강동워터파크 6시까지 보낼... 아이와 함께하는 경주 여행 정말 좋을 것 같습니다. 여행하는 동안 필요한 정보를 확인하실 수 있는 정보를... ","아이와 경주여행코스 짜려고 하는데 동선 ㅠㅠㅠ어렵네요 가족들과 경주 여행 계획 중입니다 구성원은 남편,저, 4세,7세 아이와 함께 합니다. 첫째날:강동워터파크 6시까지 보낼... 아이와 함께하는 경주 여행 정말 좋을 것 같습니다. 여행하는 동안 필요한 정보를 확인하실 수 있는 정보를... "
47,경주여행코스(2박3일),https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=432884253&qb=6rK97KO87Jes7ZaJ&enc=utf8,질문이 있어요 5월23일~5월25일 경주 여행코스 추천 해주세요. 1. 대상 : 어머니... 경주여행코스(2박3일)답변드릴게요!경주여행코스(2박3일) 답변드립니다.... ^^ 어머님을 모시고 떠나는 경주여행이 즐거운 추억으로 남을 수 있도록 제가... ,경주여행코스(2박3일) 질문이 있어요 5월23일~5월25일 경주 여행코스 추천 해주세요. 1. 대상 : 어머니... 경주여행코스(2박3일)답변드릴게요!경주여행코스(2박3일) 답변드립니다.... ^^ 어머님을 모시고 떠나는 경주여행이 즐거운 추억으로 남을 수 있도록 제가... 
48,2박3일 경주 여행,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=473589663&qb=6rK97KO87Jes7ZaJ&enc=utf8,10월 2박3일 경주 여행코스 및 식당 추천부탁드립니다.(1인여행) 숙소는... 경주 여행 가실 때 방문하시기 좋은 뷰 예쁜 카페입니다포토존도 많고... 다양한 작품도 함께 감상할 수 있는 카페라서경주 여행에 참고해 수면 좋을거 같아요,2박3일 경주 여행 10월 2박3일 경주 여행코스 및 식당 추천부탁드립니다.(1인여행) 숙소는... 경주 여행 가실 때 방문하시기 좋은 뷰 예쁜 카페입니다포토존도 많고... 다양한 작품도 함께 감상할 수 있는 카페라서경주 여행에 참고해 수면 좋을거 같아요
49,경주 여행 질문,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=469077239&qb=6rK97KO87Jes7ZaJ&enc=utf8,"안녕하세요~ 경주여행을 가본 적이 없는데 이번에 가보려고 하거든요 1일 정도 돌아다닐 거 같은데, 버스와 렌트카... 반갑습니다.^^* 살아 있는 문화 유산의 도시 경주 여행을 1인(당일)로 준비중이시네요. 경주 방문이 처음이시라면... ","경주 여행 질문 안녕하세요~ 경주여행을 가본 적이 없는데 이번에 가보려고 하거든요 1일 정도 돌아다닐 거 같은데, 버스와 렌트카... 반갑습니다.^^* 살아 있는 문화 유산의 도시 경주 여행을 1인(당일)로 준비중이시네요. 경주 방문이 처음이시라면... "
